Unnamed: 0,charge_density,C,K,M,_SolventAccessibilityC1,_SolventAccessibilityC3,_SolventAccessibilityD1001,_SolventAccessibilityD3001,_SecondaryStrD1001,_ChargeD3100,MoranAuto_Hydrophobicity2,QSOgrant27,embed_0_51,embed_1_57
0.4170056481201823,1.3824477876824952,-0.5173405620607668,1.2082577731760804,-0.7226980229143734,0.3064337430759924,-0.6117977548871161,-0.9150450859094676,2.418794255749408,0.3430677812958787,-0.9014789845850785,0.16577650533526306,-0.5397248732650409,-0.6490156218035537,0.04903729810879501
-1.4290790632673134,-0.3175741420975282,0.45853510470424363,0.017219198264365205,-0.7226980229143734,-0.12500238404859593,0.3340423431936592,-0.9150450859094676,0.7017000395288395,0.3430677812958787,0.49202036162310625,0.4113830642501102,-0.4029182709080986,-0.6474676855523527,-1.3201325741260213
-1.5264539739068579,-1.254704272462479,0.8133457566074063,-0.876082065451014,1.412724005958594,0.9797355778310335,0.3763933923614552,0.2625479064923713,-0.4335386761997179,-0.26362587214048167,-0.18888251206082843,0.3205422821857146,0.589388336649631,-0.6704832499278058,0.3063686394790195
-0.6765549842695423,-0.11194890371301562,-0.5173405620607668,0.017219198264365205,0.4517723482620467,-1.2166665238941472,0.21404770388490407,0.40672354526848686,-0.6251178192590996,-0.5912372417561299,0.9275003384339329,0.1254028244177539,1.921264834260247,0.10799364083176577,1.4307169917739095
1.6339676649609427,1.7134033423602175,-0.5173405620607668,2.559733255051077,-0.7226980229143734,-0.15768693913379211,-0.46356908279983045,1.8708438109916157,2.3827824344312307,-0.3756591906670747,-0.9014789845850785,0.6704475168041271,1.8603542940901485,-0.3727427428211192,-0.49555029038918924
0.4134157896634249,-1.308886317122429,-0.5173405620607668,-0.13169412239698847,-0.7226980229143734,-1.000948460331853,0.21404770388490407,1.4640908674917823,-0.07875901650334168,1.6776977216562772,0.8404147943821848,0.44839227175782687,-0.6241840908900232,-0.5623658856772628,0.27024122581147364
-0.9242552177858032,-1.4600303508665433,0.295913555915294,-0.876082065451014,1.8872100359138673,0.45678269646789554,0.41168593333461845,1.4640908674917823,-0.5990806636636421,-0.5467122059442745,1.2758686429169683,0.21287913307235698,0.8081565696287646,1.0836927519383088,0.22840492893873515
0.12802204235121117,0.1075579088990218,0.7023942408720112,-0.13169412239698847,-0.7226980229143734,1.4503931710578577,-0.6682658204441773,-0.8489051064049129,-0.2738971952196564,-0.32432726988398247,-0.9014789845850785,0.24652386717028127,0.5568177632867077,-0.24987904457214788,-0.24462949167970785
-1.447477087858195,-1.032190744714553,-0.5173405620607668,-0.2805181129319706,0.8433407700122654,-1.87035762559807,1.272823933079802,-0.6506437769548088,-0.2348882912430089,-0.45774221532022535,1.711348619727795,1.016988278012747,0.8561204343150098,-0.04978046420990547,0.06370520004712027
-0.2668623878921034,-1.5421515948514128,0.06815556319197674,-0.5187615599648623,1.1564545709678988,0.2214538998544831,-0.4212180336320345,-0.5449308360920132,-0.671947235797692,-0.6713182414177403,0.6662175780026456,0.8050264531958241,-0.30138371357015953,1.1107412298893524,-1.457111539134508
